PSR,Edot,Bstar,P,Ecl,Lgamma,Ea,Ecb,E10,Gammas,E0,d,b
J1810+1744*,34.60205999132796,8.079181246047625,0.2304489213782739,0.5587085705331657,34.204119982655925,0.50,1.19,9.41,0.3344537511509309,-0.07058107428570728,-0.4509967379742122,-0.17587416608345102
J1811−2405,34.462397997898954,8.414973347970818,0.43136376415898736,0.9717395908877783,33.74036268949424,0.49,4.98,26.90,0.3692158574101428,0.48144262850230496,-0.494850021680094,-0.17587416608345102
J1813−1246,36.79239168949825,12.079181246047625,1.6821450763738317,0.5211380837040362,35.32221929473392,0.53,0.13,8.23,0.3961993470957364,0.15836249209524964,-0.21467016498923297,-0.3448615651886179
J1816+4510,34.70757017609794,8.690196080028514,0.505149978319906,0.5211380837040362,34.380211241711606,1.76,1.05,14.20,0.250420002308894,0.06818586174616162,-0.3205721033878811,-0.17587416608345102
J1823−3021A,35.919078092376076,9.763427993562937,0.7323937598229685,0.6599162000698503,35.04139268515822,1.84,1.70,19.00,0.2764618041732441,0.1553360374650618,-0.40120949323688493,-0.17587416608345102
J1824+1014,33.505149978319906,8.301029995663981,0.6127838567197355,0.5888317255942073,33.79239168949825,2.16,1.33,17.80,0.2648178230095365,0.21484384804769785,-0.2907300390241692,-0.17587416608345102
J1824−2452A,36.3424226808222,9.477121254719663,0.4913616938342727,0.49554433754644844,34.90848501887865,0.95,0.96,10.30,0.33845649360460484,0.13033376849500614,-0.25258819211357664,-0.17587416608345102
J1826−1256,36.55630250076729,12.690196080028514,2.042181594515766,0.5646660642520893,35.079181246047625,0.87,1.36,11.60,0.39093510710337914,0.3521825181113625,-0.17717835469689538,-0.16304326294044955
J1828−1101,36.204119982655925,12.146128035678238,1.857935264719429,0.7435097647284298,35.11394335230683,L,2.27,L,0.4471580313422192,0.3443922736851107,-0.3595185630295782,-0.17587416608345102
J1831−0952,36.04139268515822,12.0,1.8280150642239767,-0.022276394711152253,34.944482672150166,0.51,0.16,2.99,0.4983105537896005,0.08990511143939793,0.2380461031287954,-0.17587416608345102
J1833−1034,37.53147891704226,12.681241237375588,1.7916906490201179,0.8864907251724818,35.25527250510331,L,3.71,L,0.37657695705651195,0.17897694729316943,-0.6126101736612706,-0.17587416608345102
J1833−3840,35.04139268515822,8.397940008672037,0.2787536009528289,0.35024801833416286,33.863322860120455,1.25,0.58,8.84,0.3424226808222063,0.2041199826559248,-0.059981844992336796,-0.17587416608345102
J1836+5925,34.04139268515822,11.838849090737256,2.238798562713917,0.3996737214810381,33.82607480270082,1.47,0.63,10.50,0.2966651902615311,0.1553360374650618,-0.13786862068696282,-0.18508681872492605
J1837−0604,36.30102999566398,12.44715803134222,1.9836262871245345,0.9454685851318197,34.8750612633917,0.33,4.54,23.20,0.41995574848975786,0.7307822756663892,-0.3036436112666679,-0.17587416608345102
J1843−1113,34.77085201164214,8.255272505103306,0.25527250510330607,0.5118833609788743,33.63346845557959,0.21,1.02,6.53,0.38021124171160603,-0.026872146400301365,-0.3757179041643317,-0.17587416608345102
J1846+0919,34.53147891704226,12.301029995663981,2.3533390953113047,0.3979400086720376,34.0,2.03,0.68,12.20,0.2380461031287954,0.1643528557844371,-0.13312218566250114,-0.17587416608345102
J1853−0004,35.32221929473392,12.0,2.0060379549973173,0.4082399653118496,34.230448921378276,3.61,0.23,11.20,0.23299611039215382,0.5105450102066121,0.41161970596323016,-0.17587416608345102
J1855−1436,33.968482948553934,8.431363764158988,0.5563025007672873,0.7701152947871016,34.204119982655925,2.35,2.48,26.10,0.292256071356476,0.3242824552976926,-0.3979400086720376,-0.17587416608345102
J1857+0143,35.653212513775344,12.44715803134222,2.1455071714096627,0.146128035678238,34.462397997898954,2.41,0.22,8.45,0.3463529744506387,0.424881636631067,0.36361197989214433,-0.17587416608345102
J1858−2216,34.04139268515822,8.113943352306837,0.38021124171160603,0.2944662261615929,33.079181246047625,1.81,0.48,9.76,0.24797326636180664,0.15836249209524964,-0.03574036980315106,-0.17587416608345102
